PurchaseOrderID,PurchaseOrderLineID,ReceivedOuters,ExpectedUnitPricePerOuter,OrderDate,SupplierID
859,3293,47,47.5,2020-06-03,7
859,3294,811,38.4,2020-06-03,7
859,3295,984,170.0,2020-06-03,7
860,3296,1295,84.0,2020-06-04,4
860,3297,1332,84.0,2020-06-04,4
860,3298,563,84.0,2020-06-04,4
860,3299,1293,96.0,2020-06-04,4
860,3300,775,90.0,2020-06-04,4
860,3301,1466,96.0,2020-06-04,4
861,3302,76,47.5,2020-06-04,7
861,3303,809,38.4,2020-06-04,7
861,3304,1009,170.0,2020-06-04,7
862,3305,1298,84.0,2020-06-05,4
862,3306,1339,84.0,2020-06-05,4
862,3307,573,84.0,2020-06-05,4
862,3308,1300,96.0,2020-06-05,4
862,3309,780,90.0,2020-06-05,4
862,3310,1479,96.0,2020-06-05,4
863,3311,80,47.5,2020-06-05,7
863,3312,807,38.4,2020-06-05,7
863,3313,1025,170.0,2020-06-05,7
864,3314,1313,84.0,2020-06-06,4
864,3315,1346,84.0,2020-06-06,4
864,3316,577,84.0,2020-06-06,4
864,3317,1298,96.0,2020-06-06,4
864,3318,789,90.0,2020-06-06,4
864,3319,1486,96.0,2020-06-06,4
865,3320,105,47.5,2020-06-06,7
865,3321,814,38.4,2020-06-06,7
865,3322,1039,170.0,2020-06-06,7
866,3323,5,84.0,2020-06-07,4
866,3324,1,90.0,2020-06-07,4
867,3325,1316,84.0,2020-06-09,4
867,3326,1350,84.0,2020-06-09,4
867,3327,574,84.0,2020-06-09,4
867,3328,1299,96.0,2020-06-09,4
867,3329,788,90.0,2020-06-09,4
867,3330,1483,96.0,2020-06-09,4
868,3331,99,47.5,2020-06-09,7
868,3332,815,38.4,2020-06-09,7
868,3333,1035,170.0,2020-06-09,7
869,3334,1322,84.0,2020-06-10,4
869,3335,1362,84.0,2020-06-10,4
869,3336,581,84.0,2020-06-10,4
869,3337,1306,96.0,2020-06-10,4
869,3338,784,90.0,2020-06-10,4
869,3339,1481,96.0,2020-06-10,4
870,3340,96,47.5,2020-06-10,7
870,3341,813,38.4,2020-06-10,7
870,3342,1041,170.0,2020-06-10,7
871,3343,1320,84.0,2020-06-11,4
871,3344,1369,84.0,2020-06-11,4
871,3345,577,84.0,2020-06-11,4
871,3346,1304,96.0,2020-06-11,4
871,3347,781,90.0,2020-06-11,4
871,3348,1484,96.0,2020-06-11,4
872,3349,93,47.5,2020-06-11,7
872,3350,811,38.4,2020-06-11,7
872,3351,1059,170.0,2020-06-11,7
873,3352,1351,84.0,2020-06-12,4
873,3353,1377,84.0,2020-06-12,4
873,3354,581,84.0,2020-06-12,4
873,3355,1322,96.0,2020-06-12,4
873,3356,777,90.0,2020-06-12,4
873,3357,1494,96.0,2020-06-12,4
874,3358,90,47.5,2020-06-12,7
874,3359,812,38.4,2020-06-12,7
874,3360,1057,170.0,2020-06-12,7
875,3361,1352,84.0,2020-06-13,4
875,3362,1403,84.0,2020-06-13,4
875,3363,585,84.0,2020-06-13,4
875,3364,1324,96.0,2020-06-13,4
875,3365,773,90.0,2020-06-13,4
875,3366,1492,96.0,2020-06-13,4
876,3367,95,47.5,2020-06-13,7
876,3368,815,38.4,2020-06-13,7
876,3369,1060,170.0,2020-06-13,7
877,3370,5,84.0,2020-06-14,4
877,3371,9,96.0,2020-06-14,4
877,3372,5,90.0,2020-06-14,4
878,3373,3,38.4,2020-06-14,7
878,3374,9,170.0,2020-06-14,7
879,3375,1348,84.0,2020-06-16,4
879,3376,1399,84.0,2020-06-16,4
879,3377,598,84.0,2020-06-16,4
879,3378,1346,96.0,2020-06-16,4
879,3379,775,90.0,2020-06-16,4
879,3380,1488,96.0,2020-06-16,4
880,3381,87,47.5,2020-06-16,7
880,3382,816,38.4,2020-06-16,7
880,3383,1075,170.0,2020-06-16,7
881,3384,1346,84.0,2020-06-17,4
881,3385,1412,84.0,2020-06-17,4
881,3386,594,84.0,2020-06-17,4
881,3387,1344,96.0,2020-06-17,4
881,3388,771,90.0,2020-06-17,4
881,3389,1486,96.0,2020-06-17,4
882,3390,91,47.5,2020-06-17,7
882,3391,837,38.4,2020-06-17,7
882,3392,1076,170.0,2020-06-17,7
883,3393,1344,84.0,2020-06-18,4
883,3394,1426,84.0,2020-06-18,4
883,3395,607,84.0,2020-06-18,4
883,3396,1342,96.0,2020-06-18,4
883,3397,776,90.0,2020-06-18,4
883,3398,1489,96.0,2020-06-18,4
884,3399,88,47.5,2020-06-18,7
884,3400,852,38.4,2020-06-18,7
884,3401,1077,170.0,2020-06-18,7
885,3402,1343,84.0,2020-06-19,4
885,3403,1442,84.0,2020-06-19,4
885,3404,603,84.0,2020-06-19,4
885,3405,1352,96.0,2020-06-19,4
885,3406,772,90.0,2020-06-19,4
885,3407,1488,96.0,2020-06-19,4
886,3408,85,47.5,2020-06-19,7
886,3409,859,38.4,2020-06-19,7
886,3410,1075,170.0,2020-06-19,7
887,3411,1346,84.0,2020-06-20,4
887,3412,1449,84.0,2020-06-20,4
887,3413,599,84.0,2020-06-20,4
887,3414,1350,96.0,2020-06-20,4
887,3415,768,90.0,2020-06-20,4
887,3416,1493,96.0,2020-06-20,4
888,3417,88,47.5,2020-06-20,7
888,3418,857,38.4,2020-06-20,7
888,3419,1073,170.0,2020-06-20,7
889,3420,4,47.5,2020-06-21,7
890,3421,1347,84.0,2020-06-23,4
890,3422,1456,84.0,2020-06-23,4
890,3423,593,84.0,2020-06-23,4
890,3424,1352,96.0,2020-06-23,4
890,3425,762,90.0,2020-06-23,4
890,3426,1510,96.0,2020-06-23,4
891,3427,95,47.5,2020-06-23,7
891,3428,858,38.4,2020-06-23,7
891,3429,1080,170.0,2020-06-23,7
892,3430,1360,84.0,2020-06-24,4
892,3431,1464,84.0,2020-06-24,4
892,3432,589,84.0,2020-06-24,4
892,3433,1358,96.0,2020-06-24,4
892,3434,778,90.0,2020-06-24,4
892,3435,1512,96.0,2020-06-24,4
893,3436,93,47.5,2020-06-24,7
893,3437,862,38.4,2020-06-24,7
893,3438,1097,170.0,2020-06-24,7
894,3439,1369,84.0,2020-06-25,4
894,3440,1466,84.0,2020-06-25,4
894,3441,585,84.0,2020-06-25,4
894,3442,1365,96.0,2020-06-25,4
894,3443,774,90.0,2020-06-25,4
894,3444,1518,96.0,2020-06-25,4
895,3445,112,47.5,2020-06-25,7
895,3446,860,38.4,2020-06-25,7
895,3447,1099,170.0,2020-06-25,7
896,3448,1379,84.0,2020-06-26,4
896,3449,1469,84.0,2020-06-26,4
896,3450,597,84.0,2020-06-26,4
896,3451,1371,96.0,2020-06-26,4
896,3452,779,90.0,2020-06-26,4
896,3453,1524,96.0,2020-06-26,4
897,3454,117,47.5,2020-06-26,7
897,3455,858,38.4,2020-06-26,7
897,3456,1106,170.0,2020-06-26,7
898,3457,1387,84.0,2020-06-27,4
898,3458,1486,84.0,2020-06-27,4
898,3459,607,84.0,2020-06-27,4
898,3460,1377,96.0,2020-06-27,4
898,3461,789,90.0,2020-06-27,4
898,3462,1522,96.0,2020-06-27,4
899,3463,114,47.5,2020-06-27,7
899,3464,863,38.4,2020-06-27,7
899,3465,1108,170.0,2020-06-27,7
900,3466,14,84.0,2020-06-28,4
900,3467,15,96.0,2020-06-28,4
900,3468,3,96.0,2020-06-28,4
901,3469,1400,84.0,2020-06-30,4
901,3470,1491,84.0,2020-06-30,4
901,3471,605,84.0,2020-06-30,4
901,3472,1396,96.0,2020-06-30,4
901,3473,783,90.0,2020-06-30,4
901,3474,1529,96.0,2020-06-30,4
902,3475,108,47.5,2020-06-30,7
902,3476,865,38.4,2020-06-30,7
902,3477,1104,170.0,2020-06-30,7
903,3478,1406,84.0,2020-07-01,4
903,3479,1493,84.0,2020-07-01,4
903,3480,601,84.0,2020-07-01,4
903,3481,1394,96.0,2020-07-01,4
903,3482,779,90.0,2020-07-01,4
903,3483,1527,96.0,2020-07-01,4
904,3484,112,47.5,2020-07-01,7
904,3485,863,38.4,2020-07-01,7
904,3486,1102,170.0,2020-07-01,7
905,3487,1420,84.0,2020-07-02,4
905,3488,1491,84.0,2020-07-02,4
905,3489,597,84.0,2020-07-02,4
905,3490,1402,96.0,2020-07-02,4
905,3491,782,90.0,2020-07-02,4
905,3492,1536,96.0,2020-07-02,4
906,3493,140,47.5,2020-07-02,7
906,3494,863,38.4,2020-07-02,7
906,3495,1103,170.0,2020-07-02,7
907,3496,1425,84.0,2020-07-03,4
907,3497,1497,84.0,2020-07-03,4
907,3498,602,84.0,2020-07-03,4
907,3499,1400,96.0,2020-07-03,4
907,3500,787,90.0,2020-07-03,4
907,3501,1548,96.0,2020-07-03,4
908,3502,169,47.5,2020-07-03,7
908,3503,891,38.4,2020-07-03,7
908,3504,1115,170.0,2020-07-03,7
909,3505,1445,84.0,2020-07-04,4
909,3506,1505,84.0,2020-07-04,4
909,3507,600,84.0,2020-07-04,4
909,3508,1415,96.0,2020-07-04,4
909,3509,785,90.0,2020-07-04,4
909,3510,1546,96.0,2020-07-04,4
910,3511,166,47.5,2020-07-04,7
910,3512,890,38.4,2020-07-04,7
910,3513,1126,170.0,2020-07-04,7
911,3514,15,84.0,2020-07-05,4
911,3515,6,96.0,2020-07-05,4
911,3516,1,90.0,2020-07-05,4
911,3517,19,96.0,2020-07-05,4
912,3518,1442,84.0,2020-07-07,4
912,3519,1506,84.0,2020-07-07,4
912,3520,613,84.0,2020-07-07,4
912,3521,1420,96.0,2020-07-07,4
912,3522,784,90.0,2020-07-07,4
912,3523,1566,96.0,2020-07-07,4
913,3524,171,47.5,2020-07-07,7
913,3525,898,38.4,2020-07-07,7
913,3526,1122,170.0,2020-07-07,7
914,3527,1444,84.0,2020-07-08,4
914,3528,1515,84.0,2020-07-08,4
914,3529,620,84.0,2020-07-08,4
914,3530,1426,96.0,2020-07-08,4
914,3531,785,90.0,2020-07-08,4
914,3532,1564,96.0,2020-07-08,4
915,3533,168,47.5,2020-07-08,7
915,3534,906,38.4,2020-07-08,7
915,3535,1124,170.0,2020-07-08,7
916,3536,1442,84.0,2020-07-09,4
916,3537,1514,84.0,2020-07-09,4
916,3538,616,84.0,2020-07-09,4
916,3539,1432,96.0,2020-07-09,4
916,3540,785,90.0,2020-07-09,4
916,3541,1571,96.0,2020-07-09,4
917,3542,170,47.5,2020-07-09,7
917,3543,914,38.4,2020-07-09,7
917,3544,1122,170.0,2020-07-09,7
918,3545,1440,84.0,2020-07-10,4
918,3546,1520,84.0,2020-07-10,4
918,3547,620,84.0,2020-07-10,4
918,3548,1438,96.0,2020-07-10,4
918,3549,784,90.0,2020-07-10,4
918,3550,1571,96.0,2020-07-10,4
919,3551,167,47.5,2020-07-10,7
919,3552,912,38.4,2020-07-10,7
919,3553,1121,170.0,2020-07-10,7
920,3554,1454,84.0,2020-07-11,4
920,3555,1524,84.0,2020-07-11,4
920,3556,616,84.0,2020-07-11,4
920,3557,1436,96.0,2020-07-11,4
920,3558,810,90.0,2020-07-11,4
920,3559,1569,96.0,2020-07-11,4
921,3560,168,47.5,2020-07-11,7
921,3561,924,38.4,2020-07-11,7
921,3562,1120,170.0,2020-07-11,7
922,3563,4,84.0,2020-07-12,4
922,3564,8,84.0,2020-07-12,4
922,3565,7,84.0,2020-07-12,4
922,3566,6,90.0,2020-07-12,4
922,3567,15,96.0,2020-07-12,4
923,3568,1471,84.0,2020-07-14,4
923,3569,1546,84.0,2020-07-14,4
923,3570,639,84.0,2020-07-14,4
923,3571,1433,96.0,2020-07-14,4
923,3572,815,90.0,2020-07-14,4
923,3573,1583,96.0,2020-07-14,4
924,3574,167,47.5,2020-07-14,7
924,3575,924,38.4,2020-07-14,7
924,3576,1128,170.0,2020-07-14,7
925,3577,1479,84.0,2020-07-15,4
925,3578,1544,84.0,2020-07-15,4
925,3579,635,84.0,2020-07-15,4
925,3580,1431,96.0,2020-07-15,4
925,3581,829,90.0,2020-07-15,4
925,3582,1602,96.0,2020-07-15,4
926,3583,164,47.5,2020-07-15,7
926,3584,922,38.4,2020-07-15,7
926,3585,1133,170.0,2020-07-15,7
927,3586,1482,84.0,2020-07-16,4
927,3587,1544,84.0,2020-07-16,4
927,3588,643,84.0,2020-07-16,4
927,3589,1429,96.0,2020-07-16,4
927,3590,825,90.0,2020-07-16,4
927,3591,1600,96.0,2020-07-16,4
928,3592,174,47.5,2020-07-16,7
928,3593,934,38.4,2020-07-16,7
928,3594,1139,170.0,2020-07-16,7
929,3595,1480,84.0,2020-07-17,4
929,3596,1543,84.0,2020-07-17,4
929,3597,641,84.0,2020-07-17,4
929,3598,1427,96.0,2020-07-17,4
929,3599,831,90.0,2020-07-17,4
929,3600,1598,96.0,2020-07-17,4
930,3601,181,47.5,2020-07-17,7
930,3602,932,38.4,2020-07-17,7
930,3603,1160,170.0,2020-07-17,7
931,3604,1478,84.0,2020-07-18,4
931,3605,1553,84.0,2020-07-18,4
931,3606,637,84.0,2020-07-18,4
931,3607,1436,96.0,2020-07-18,4
931,3608,841,90.0,2020-07-18,4
931,3609,1596,96.0,2020-07-18,4
932,3610,186,47.5,2020-07-18,7
932,3611,942,38.4,2020-07-18,7
932,3612,1158,170.0,2020-07-18,7
933,3613,4,84.0,2020-07-19,4
933,3614,14,84.0,2020-07-19,4
933,3615,2,96.0,2020-07-19,4
934,3616,1481,84.0,2020-07-21,4
934,3617,1573,84.0,2020-07-21,4
934,3618,638,84.0,2020-07-21,4
934,3619,1446,96.0,2020-07-21,4
934,3620,840,90.0,2020-07-21,4
934,3621,1597,96.0,2020-07-21,4
935,3622,187,47.5,2020-07-21,7
935,3623,938,38.4,2020-07-21,7
935,3624,1156,170.0,2020-07-21,7
936,3625,1479,84.0,2020-07-22,4
936,3626,1581,84.0,2020-07-22,4
936,3627,634,84.0,2020-07-22,4
936,3628,1449,96.0,2020-07-22,4
936,3629,836,90.0,2020-07-22,4
936,3630,1595,96.0,2020-07-22,4
937,3631,190,47.5,2020-07-22,7
937,3632,965,38.4,2020-07-22,7
937,3633,1154,170.0,2020-07-22,7
938,3634,1477,84.0,2020-07-23,4
938,3635,1581,84.0,2020-07-23,4
938,3636,630,84.0,2020-07-23,4
938,3637,1449,96.0,2020-07-23,4
938,3638,832,90.0,2020-07-23,4
938,3639,1593,96.0,2020-07-23,4
939,3640,196,47.5,2020-07-23,7
939,3641,963,38.4,2020-07-23,7
939,3642,1152,170.0,2020-07-23,7
940,3643,1475,84.0,2020-07-24,4
940,3644,1579,84.0,2020-07-24,4
940,3645,626,84.0,2020-07-24,4
940,3646,1471,96.0,2020-07-24,4
940,3647,832,90.0,2020-07-24,4
940,3648,1605,96.0,2020-07-24,4
941,3649,200,47.5,2020-07-24,7
941,3650,963,38.4,2020-07-24,7
941,3651,1150,170.0,2020-07-24,7
942,3652,1473,84.0,2020-07-25,4
942,3653,1579,84.0,2020-07-25,4
942,3654,636,84.0,2020-07-25,4
942,3655,1476,96.0,2020-07-25,4
942,3656,847,90.0,2020-07-25,4
942,3657,1603,96.0,2020-07-25,4
943,3658,198,47.5,2020-07-25,7
943,3659,971,38.4,2020-07-25,7
943,3660,1148,170.0,2020-07-25,7
944,3661,6,84.0,2020-07-26,4
944,3662,7,84.0,2020-07-26,4
944,3663,3,96.0,2020-07-26,4
944,3664,2,90.0,2020-07-26,4
944,3665,5,96.0,2020-07-26,4
945,3666,10,38.4,2020-07-26,7
946,3667,1469,84.0,2020-07-28,4
946,3668,1585,84.0,2020-07-28,4
946,3669,643,84.0,2020-07-28,4
946,3670,1477,96.0,2020-07-28,4
946,3671,845,90.0,2020-07-28,4
946,3672,1615,96.0,2020-07-28,4
947,3673,189,47.5,2020-07-28,7
947,3674,983,38.4,2020-07-28,7
947,3675,1150,170.0,2020-07-28,7
948,3676,1467,84.0,2020-07-29,4
948,3677,1583,84.0,2020-07-29,4
948,3678,639,84.0,2020-07-29,4
948,3679,1477,96.0,2020-07-29,4
948,3680,841,90.0,2020-07-29,4
948,3681,1622,96.0,2020-07-29,4
949,3682,190,47.5,2020-07-29,7
949,3683,991,38.4,2020-07-29,7
949,3684,1153,170.0,2020-07-29,7
950,3685,1473,84.0,2020-07-30,4
950,3686,1586,84.0,2020-07-30,4
950,3687,635,84.0,2020-07-30,4
950,3688,1479,96.0,2020-07-30,4
950,3689,844,90.0,2020-07-30,4
950,3690,1620,96.0,2020-07-30,4
951,3691,199,47.5,2020-07-30,7
951,3692,998,38.4,2020-07-30,7
951,3693,1163,170.0,2020-07-30,7
952,3694,1471,84.0,2020-07-31,4
952,3695,1584,84.0,2020-07-31,4
952,3696,638,84.0,2020-07-31,4
952,3697,1477,96.0,2020-07-31,4
952,3698,840,90.0,2020-07-31,4
952,3699,1628,96.0,2020-07-31,4
953,3700,196,47.5,2020-07-31,7
953,3701,996,38.4,2020-07-31,7
953,3702,1161,170.0,2020-07-31,7
1000,3895,1558,84.0,2020-08-29,4
1000,3896,1646,84.0,2020-08-29,4
1000,3897,712,84.0,2020-08-29,4
1000,3898,1559,96.0,2020-08-29,4
1000,3899,888,90.0,2020-08-29,4
1000,3900,1667,96.0,2020-08-29,4
1001,3901,239,47.5,2020-08-29,7
1001,3902,1072,38.4,2020-08-29,7
1001,3903,1206,170.0,2020-08-29,7
1002,3904,7,84.0,2020-08-30,4
954,3703,1474,84.0,2020-08-01,4
954,3704,1582,84.0,2020-08-01,4
954,3705,634,84.0,2020-08-01,4
954,3706,1476,96.0,2020-08-01,4
954,3707,841,90.0,2020-08-01,4
954,3708,1640,96.0,2020-08-01,4
955,3709,201,47.5,2020-08-01,7
955,3710,997,38.4,2020-08-01,7
955,3711,1159,170.0,2020-08-01,7
956,3712,1476,84.0,2020-08-04,4
956,3713,1580,84.0,2020-08-04,4
956,3714,630,84.0,2020-08-04,4
956,3715,1484,96.0,2020-08-04,4
956,3716,840,90.0,2020-08-04,4
956,3717,1644,96.0,2020-08-04,4
957,3718,198,47.5,2020-08-04,7
957,3719,996,38.4,2020-08-04,7
957,3720,1168,170.0,2020-08-04,7
958,3721,1474,84.0,2020-08-05,4
958,3722,1578,84.0,2020-08-05,4
958,3723,636,84.0,2020-08-05,4
958,3724,1482,96.0,2020-08-05,4
958,3725,845,90.0,2020-08-05,4
958,3726,1644,96.0,2020-08-05,4
959,3727,211,47.5,2020-08-05,7
959,3728,996,38.4,2020-08-05,7
959,3729,1170,170.0,2020-08-05,7
960,3730,1483,84.0,2020-08-06,4
960,3731,1576,84.0,2020-08-06,4
960,3732,648,84.0,2020-08-06,4
960,3733,1487,96.0,2020-08-06,4
960,3734,841,90.0,2020-08-06,4
960,3735,1642,96.0,2020-08-06,4
961,3736,215,47.5,2020-08-06,7
961,3737,1011,38.4,2020-08-06,7
961,3738,1174,170.0,2020-08-06,7
962,3739,1481,84.0,2020-08-07,4
962,3740,1578,84.0,2020-08-07,4
962,3741,656,84.0,2020-08-07,4
962,3742,1494,96.0,2020-08-07,4
962,3743,858,90.0,2020-08-07,4
962,3744,1645,96.0,2020-08-07,4
963,3745,212,47.5,2020-08-07,7
963,3746,1018,38.4,2020-08-07,7
963,3747,1172,170.0,2020-08-07,7
964,3748,1510,84.0,2020-08-08,4
964,3749,1593,84.0,2020-08-08,4
964,3750,662,84.0,2020-08-08,4
964,3751,1504,96.0,2020-08-08,4
964,3752,861,90.0,2020-08-08,4
964,3753,1663,96.0,2020-08-08,4
965,3754,220,47.5,2020-08-08,7
965,3755,1016,38.4,2020-08-08,7
965,3756,1170,170.0,2020-08-08,7
966,3757,19,84.0,2020-08-09,4
966,3758,9,96.0,2020-08-09,4
966,3759,8,90.0,2020-08-09,4
967,3760,5,170.0,2020-08-09,7
968,3761,1535,84.0,2020-08-11,4
968,3762,1590,84.0,2020-08-11,4
968,3763,667,84.0,2020-08-11,4
968,3764,1512,96.0,2020-08-11,4
968,3765,875,90.0,2020-08-11,4
968,3766,1659,96.0,2020-08-11,4
969,3767,211,47.5,2020-08-11,7
969,3768,1010,38.4,2020-08-11,7
969,3769,1176,170.0,2020-08-11,7
970,3770,1533,84.0,2020-08-12,4
970,3771,1597,84.0,2020-08-12,4
970,3772,684,84.0,2020-08-12,4
970,3773,1510,96.0,2020-08-12,4
970,3774,871,90.0,2020-08-12,4
970,3775,1666,96.0,2020-08-12,4
971,3776,214,47.5,2020-08-12,7
971,3777,1026,38.4,2020-08-12,7
971,3778,1177,170.0,2020-08-12,7
972,3779,1531,84.0,2020-08-13,4
972,3780,1602,84.0,2020-08-13,4
972,3781,690,84.0,2020-08-13,4
972,3782,1517,96.0,2020-08-13,4
972,3783,870,90.0,2020-08-13,4
972,3784,1664,96.0,2020-08-13,4
973,3785,217,47.5,2020-08-13,7
973,3786,1024,38.4,2020-08-13,7
973,3787,1184,170.0,2020-08-13,7
974,3788,1533,84.0,2020-08-14,4
974,3789,1600,84.0,2020-08-14,4
974,3790,696,84.0,2020-08-14,4
974,3791,1536,96.0,2020-08-14,4
974,3792,872,90.0,2020-08-14,4
974,3793,1662,96.0,2020-08-14,4
975,3794,214,47.5,2020-08-14,7
975,3795,1024,38.4,2020-08-14,7
975,3796,1182,170.0,2020-08-14,7
976,3797,1538,84.0,2020-08-15,4
976,3798,1604,84.0,2020-08-15,4
976,3799,706,84.0,2020-08-15,4
976,3800,1556,96.0,2020-08-15,4
976,3801,872,90.0,2020-08-15,4
976,3802,1660,96.0,2020-08-15,4
977,3803,212,47.5,2020-08-15,7
977,3804,1022,38.4,2020-08-15,7
977,3805,1180,170.0,2020-08-15,7
978,3806,1,96.0,2020-08-16,4
979,3807,6,47.5,2020-08-16,7
979,3808,12,38.4,2020-08-16,7
980,3809,1537,84.0,2020-08-18,4
980,3810,1607,84.0,2020-08-18,4
980,3811,698,84.0,2020-08-18,4
980,3812,1560,96.0,2020-08-18,4
980,3813,865,90.0,2020-08-18,4
980,3814,1658,96.0,2020-08-18,4
981,3815,215,47.5,2020-08-18,7
981,3816,1042,38.4,2020-08-18,7
981,3817,1177,170.0,2020-08-18,7
982,3818,1535,84.0,2020-08-19,4
982,3819,1609,84.0,2020-08-19,4
982,3820,708,84.0,2020-08-19,4
982,3821,1558,96.0,2020-08-19,4
982,3822,880,90.0,2020-08-19,4
982,3823,1662,96.0,2020-08-19,4
983,3824,212,47.5,2020-08-19,7
983,3825,1046,38.4,2020-08-19,7
983,3826,1177,170.0,2020-08-19,7
984,3827,1533,84.0,2020-08-20,4
984,3828,1627,84.0,2020-08-20,4
984,3829,724,84.0,2020-08-20,4
984,3830,1556,96.0,2020-08-20,4
984,3831,888,90.0,2020-08-20,4
984,3832,1660,96.0,2020-08-20,4
985,3833,209,47.5,2020-08-20,7
985,3834,1052,38.4,2020-08-20,7
985,3835,1181,170.0,2020-08-20,7
986,3836,1531,84.0,2020-08-21,4
986,3837,1630,84.0,2020-08-21,4
986,3838,720,84.0,2020-08-21,4
986,3839,1562,96.0,2020-08-21,4
986,3840,889,90.0,2020-08-21,4
986,3841,1658,96.0,2020-08-21,4
987,3842,206,47.5,2020-08-21,7
987,3843,1050,38.4,2020-08-21,7
987,3844,1183,170.0,2020-08-21,7
988,3845,1529,84.0,2020-08-22,4
988,3846,1628,84.0,2020-08-22,4
988,3847,725,84.0,2020-08-22,4
988,3848,1560,96.0,2020-08-22,4
988,3849,885,90.0,2020-08-22,4
988,3850,1656,96.0,2020-08-22,4
989,3851,213,47.5,2020-08-22,7
989,3852,1048,38.4,2020-08-22,7
989,3853,1181,170.0,2020-08-22,7
990,3854,10,84.0,2020-08-23,4
990,3855,2,96.0,2020-08-23,4
990,3856,5,90.0,2020-08-23,4
991,3857,20,47.5,2020-08-23,7
991,3858,12,170.0,2020-08-23,7
992,3859,1537,84.0,2020-08-25,4
992,3860,1636,84.0,2020-08-25,4
992,3861,724,84.0,2020-08-25,4
992,3862,1560,96.0,2020-08-25,4
992,3863,886,90.0,2020-08-25,4
992,3864,1652,96.0,2020-08-25,4
993,3865,240,47.5,2020-08-25,7
993,3866,1050,38.4,2020-08-25,7
993,3867,1198,170.0,2020-08-25,7
994,3868,1535,84.0,2020-08-26,4
994,3869,1641,84.0,2020-08-26,4
994,3870,720,84.0,2020-08-26,4
994,3871,1565,96.0,2020-08-26,4
994,3872,882,90.0,2020-08-26,4
994,3873,1650,96.0,2020-08-26,4
995,3874,237,47.5,2020-08-26,7
995,3875,1058,38.4,2020-08-26,7
995,3876,1209,170.0,2020-08-26,7
996,3877,1544,84.0,2020-08-27,4
996,3878,1639,84.0,2020-08-27,4
996,3879,716,84.0,2020-08-27,4
996,3880,1563,96.0,2020-08-27,4
996,3881,878,90.0,2020-08-27,4
996,3882,1648,96.0,2020-08-27,4
997,3883,234,47.5,2020-08-27,7
997,3884,1062,38.4,2020-08-27,7
997,3885,1207,170.0,2020-08-27,7
998,3886,1552,84.0,2020-08-28,4
998,3887,1648,84.0,2020-08-28,4
998,3888,716,84.0,2020-08-28,4
998,3889,1561,96.0,2020-08-28,4
998,3890,886,90.0,2020-08-28,4
998,3891,1655,96.0,2020-08-28,4
999,3892,234,47.5,2020-08-28,7
999,3893,1068,38.4,2020-08-28,7
999,3894,1205,170.0,2020-08-28,7
1003,3905,1564,84.0,2020-09-01,4
1003,3906,1654,84.0,2020-09-01,4
1003,3907,708,84.0,2020-09-01,4
1003,3908,1556,96.0,2020-09-01,4
1003,3909,882,90.0,2020-09-01,4
1003,3910,1670,96.0,2020-09-01,4
1004,3911,239,47.5,2020-09-01,7
1004,3912,1078,38.4,2020-09-01,7
1004,3913,1203,170.0,2020-09-01,7
1005,3914,1562,84.0,2020-09-02,4
1005,3915,1656,84.0,2020-09-02,4
1005,3916,704,84.0,2020-09-02,4
1005,3917,1554,96.0,2020-09-02,4
1005,3918,884,90.0,2020-09-02,4
1005,3919,1668,96.0,2020-09-02,4
1006,3920,249,47.5,2020-09-02,7
1006,3921,1076,38.4,2020-09-02,7
1006,3922,1201,170.0,2020-09-02,7
1007,3923,1572,84.0,2020-09-03,4
1007,3924,1661,84.0,2020-09-03,4
1007,3925,722,84.0,2020-09-03,4
1007,3926,1569,96.0,2020-09-03,4
1007,3927,881,90.0,2020-09-03,4
1007,3928,1673,96.0,2020-09-03,4
1008,3929,255,47.5,2020-09-03,7
1008,3930,1104,38.4,2020-09-03,7
1008,3931,1212,170.0,2020-09-03,7
1009,3932,1570,84.0,2020-09-04,4
1009,3933,1659,84.0,2020-09-04,4
1009,3934,725,84.0,2020-09-04,4
1009,3935,1567,96.0,2020-09-04,4
1009,3936,877,90.0,2020-09-04,4
1009,3937,1671,96.0,2020-09-04,4
1010,3938,252,47.5,2020-09-04,7
1010,3939,1102,38.4,2020-09-04,7
1010,3940,1210,170.0,2020-09-04,7
1011,3941,1568,84.0,2020-09-05,4
1011,3942,1659,84.0,2020-09-05,4
1011,3943,721,84.0,2020-09-05,4
1011,3944,1565,96.0,2020-09-05,4
1011,3945,891,90.0,2020-09-05,4
1011,3946,1669,96.0,2020-09-05,4
1012,3947,259,47.5,2020-09-05,7
1012,3948,1114,38.4,2020-09-05,7
1012,3949,1218,170.0,2020-09-05,7
1013,3950,6,84.0,2020-09-06,4
1013,3951,3,96.0,2020-09-06,4
1014,3952,1565,84.0,2020-09-08,4
1014,3953,1669,84.0,2020-09-08,4
1014,3954,715,84.0,2020-09-08,4
1014,3955,1562,96.0,2020-09-08,4
1014,3956,885,90.0,2020-09-08,4
1014,3957,1677,96.0,2020-09-08,4
1015,3958,253,47.5,2020-09-08,7
1015,3959,1112,38.4,2020-09-08,7
1015,3960,1214,170.0,2020-09-08,7
1016,3961,1563,84.0,2020-09-09,4
1016,3962,1676,84.0,2020-09-09,4
1016,3963,716,84.0,2020-09-09,4
1016,3964,1560,96.0,2020-09-09,4
1016,3965,891,90.0,2020-09-09,4
1016,3966,1675,96.0,2020-09-09,4
